,user_id,age,sex,num_its
181,211,35_44,1.0,7
182,212,35_44,1.0,5
183,213,35_44,0.0,8
184,214,55_64,0.0,4
185,215,35_44,1.0,3
186,216,18_24,0.0,9
187,218,18_24,0.0,11
188,219,45_54,0.0,81
189,221,45_54,0.0,6
190,222,18_24,0.0,11
191,223,18_24,1.0,3
192,224,45_54,0.0,5
193,225,18_24,1.0,5
194,229,35_44,0.0,3
195,230,65_inf,0.0,7
196,231,25_34,0.0,6
197,232,35_44,0.0,14
198,233,25_34,0.0,5
199,235,25_34,0.0,4
200,236,25_34,0.0,5
201,237,35_44,0.0,7
202,238,25_34,0.0,5
203,239,65_inf,1.0,5
204,240,25_34,0.0,70
205,243,25_34,1.0,13
206,244,35_44,0.0,5
207,245,35_44,0.0,7
208,246,25_34,1.0,8
209,247,45_54,0.0,5
211,249,25_34,1.0,6
212,251,18_24,0.0,7
213,252,25_34,0.0,6
214,253,18_24,0.0,8
215,254,35_44,0.0,7
216,256,45_54,0.0,7
217,257,35_44,0.0,20
218,258,18_24,0.0,9
220,262,18_24,1.0,7
221,263,35_44,1.0,7
222,265,45_54,0.0,2
223,266,25_34,0.0,9
224,267,18_24,0.0,7
225,268,25_34,,10
226,269,25_34,0.0,3
227,270,25_34,0.0,7
228,271,45_54,1.0,7
229,272,18_24,0.0,3
231,274,35_44,1.0,7
232,276,35_44,0.0,5
233,277,35_44,1.0,7
234,278,18_24,1.0,5
235,279,65_inf,1.0,14
236,280,25_34,0.0,7
237,282,18_24,1.0,5
238,283,45_54,1.0,6
239,284,18_24,1.0,7
240,285,35_44,0.0,10
241,286,18_24,0.0,3
242,288,18_24,0.0,9
243,289,18_24,1.0,4
244,290,25_34,0.0,3
245,291,45_54,0.0,10
246,292,45_54,0.0,9
247,293,35_44,0.0,13
248,295,18_24,0.0,6
249,296,25_34,1.0,5
250,297,18_24,0.0,8
251,299,18_24,0.0,8
252,300,18_24,0.0,4
253,302,35_44,0.0,17
254,303,25_34,0.0,5
255,305,35_44,0.0,6
256,306,55_64,0.0,51
257,307,35_44,0.0,7
258,308,65_inf,0.0,7
259,309,35_44,1.0,2
260,310,25_34,0.0,7
261,311,55_64,0.0,3
262,312,25_34,1.0,10
263,313,18_24,0.0,5
264,314,35_44,1.0,6
265,316,25_34,0.0,6
266,317,35_44,0.0,8
267,320,45_54,1.0,4
268,321,25_34,0.0,6
269,322,25_34,0.0,9
271,326,35_44,0.0,8
272,327,65_inf,0.0,6
273,328,45_54,1.0,7
274,330,45_54,0.0,9
275,331,55_64,0.0,7
276,332,35_44,0.0,11
277,333,18_24,0.0,3
278,334,25_34,0.0,5
279,336,25_34,0.0,104
280,337,18_24,1.0,7
281,338,18_24,0.0,2
282,339,35_44,1.0,8
284,341,35_44,1.0,4
285,342,35_44,1.0,7
286,343,45_54,1.0,5
287,344,25_34,0.0,3
288,345,65_inf,0.0,5
289,349,18_24,,3
290,350,25_34,1.0,9
291,351,65_inf,0.0,7
292,352,25_34,0.0,6
293,353,18_24,0.0,10
294,354,18_24,1.0,6
295,355,35_44,0.0,10
296,356,18_24,0.0,12
297,358,45_54,1.0,11
299,360,25_34,0.0,10
300,361,25_34,1.0,9
301,362,35_44,0.0,13
302,363,25_34,0.0,8
303,364,35_44,0.0,6
304,365,25_34,0.0,5
305,366,18_24,0.0,6
306,368,25_34,1.0,3
307,369,35_44,0.0,2
308,370,25_34,0.0,10
309,371,25_34,1.0,4
310,372,18_24,0.0,13
311,373,55_64,1.0,6
312,374,25_34,0.0,12
313,375,18_24,0.0,12
314,377,45_54,0.0,2
315,378,25_34,0.0,5
316,379,35_44,0.0,7
317,381,35_44,0.0,18
318,383,45_54,0.0,18
319,384,45_54,0.0,11
320,385,45_54,1.0,5
321,386,55_64,0.0,6
322,387,18_24,0.0,4
323,389,65_inf,0.0,11
324,391,18_24,1.0,7
325,392,65_inf,0.0,2
326,393,18_24,0.0,6
328,396,25_34,0.0,5
329,397,45_54,1.0,7
330,398,25_34,0.0,7
331,399,25_34,0.0,3
332,400,25_34,0.0,18
333,401,18_24,0.0,5
334,403,25_34,1.0,7
335,404,45_54,0.0,27
336,405,25_34,0.0,8
337,406,45_54,0.0,38
338,407,55_64,0.0,1
339,408,18_24,0.0,7
340,410,45_54,1.0,9
341,411,35_44,0.0,8
342,412,25_34,1.0,8
343,413,45_54,1.0,6
344,414,25_34,1.0,8
345,415,35_44,1.0,7
346,416,18_24,1.0,5
347,417,18_24,0.0,5
348,419,25_34,0.0,10
349,420,45_54,1.0,6
350,421,18_24,0.0,5
351,424,35_44,0.0,10
352,425,45_54,0.0,3
353,427,55_64,1.0,8
354,429,45_54,0.0,9
356,431,18_24,1.0,7
357,432,25_34,0.0,6
358,433,45_54,1.0,4
359,434,18_24,0.0,5
360,435,18_24,1.0,6
362,438,18_24,0.0,15
363,439,18_24,0.0,7
364,440,35_44,0.0,6
365,441,25_34,0.0,8
366,442,55_64,1.0,5
367,443,18_24,1.0,13
368,444,35_44,0.0,11
369,445,18_24,0.0,9
370,446,65_inf,0.0,8
371,447,35_44,1.0,4
372,448,35_44,0.0,6
373,449,18_24,0.0,7
374,450,18_24,0.0,5
375,451,25_34,0.0,3
376,453,18_24,0.0,2
377,454,25_34,0.0,2
378,455,25_34,0.0,1
379,456,25_34,1.0,6
380,457,45_54,0.0,15
381,458,25_34,0.0,10
382,460,45_54,0.0,5
383,461,25_34,0.0,9
384,462,25_34,0.0,5
385,463,45_54,1.0,10
386,464,35_44,1.0,7
387,465,25_34,1.0,9
388,466,25_34,0.0,20
389,467,18_24,0.0,16
390,469,35_44,1.0,5
391,470,25_34,1.0,5
392,471,18_24,0.0,6
393,472,45_54,1.0,4
394,473,55_64,0.0,1
395,476,45_54,0.0,7
396,477,35_44,0.0,5
397,478,35_44,0.0,14
399,480,35_44,1.0,23
400,481,35_44,0.0,12
401,482,35_44,0.0,4
402,483,45_54,0.0,11
403,484,18_24,0.0,9
404,485,35_44,0.0,3
405,486,35_44,1.0,6
406,487,18_24,0.0,18
407,488,25_34,0.0,12
408,489,55_64,0.0,16
409,491,25_34,0.0,12
410,493,45_54,1.0,10
411,494,25_34,0.0,9
412,495,35_44,1.0,20
413,497,25_34,1.0,12
414,498,55_64,0.0,5
415,499,25_34,1.0,11
416,500,25_34,0.0,9
417,501,45_54,0.0,11
418,504,45_54,0.0,5
419,505,25_34,0.0,15
420,507,35_44,1.0,13
421,508,65_inf,1.0,9
422,509,45_54,0.0,20
423,510,55_64,1.0,99
424,511,18_24,0.0,10
425,512,18_24,0.0,5
426,513,18_24,0.0,6
427,515,25_34,0.0,7
428,517,45_54,1.0,9
429,518,18_24,0.0,7
430,519,35_44,1.0,9
431,520,35_44,1.0,5
432,521,35_44,0.0,5
433,522,25_34,0.0,5
434,525,25_34,1.0,7
436,527,25_34,0.0,2
437,528,55_64,0.0,12
438,529,25_34,0.0,4
439,530,45_54,0.0,6
441,533,25_34,0.0,10
442,534,35_44,1.0,8
443,535,35_44,0.0,12
444,536,45_54,0.0,6
445,537,55_64,1.0,8
446,539,18_24,0.0,7
447,541,25_34,1.0,6
448,542,25_34,0.0,5
449,543,18_24,0.0,10
450,544,25_34,0.0,16
451,545,25_34,0.0,8
452,546,25_34,0.0,7
453,547,65_inf,0.0,12
454,549,55_64,0.0,5
455,550,25_34,0.0,14
456,552,35_44,1.0,9
457,553,35_44,0.0,4
458,554,25_34,0.0,12
459,555,35_44,0.0,15
460,556,25_34,0.0,4
461,557,35_44,1.0,9
462,558,18_24,0.0,7
463,559,55_64,0.0,11
464,560,45_54,0.0,4
465,561,45_54,1.0,6
466,562,45_54,0.0,7
467,563,25_34,0.0,6
468,564,25_34,0.0,10
469,565,35_44,1.0,8
470,566,45_54,0.0,8
471,567,25_34,1.0,6
473,569,35_44,0.0,8
474,570,55_64,0.0,6
475,571,18_24,1.0,7
476,572,25_34,0.0,7
477,573,18_24,0.0,8
478,574,35_44,0.0,9
479,575,25_34,0.0,13
480,576,35_44,0.0,7
481,577,35_44,0.0,6
482,579,35_44,0.0,9
483,580,45_54,1.0,5
484,581,25_34,0.0,6
485,583,18_24,0.0,10
486,584,35_44,0.0,24
487,585,25_34,1.0,17
488,586,25_34,1.0,13
489,587,18_24,0.0,4
490,588,25_34,0.0,6
491,589,35_44,0.0,7
492,590,25_34,1.0,10
493,591,65_inf,1.0,7
494,592,35_44,0.0,5
495,593,45_54,0.0,8
496,594,55_64,0.0,5
497,596,45_54,0.0,4
498,597,35_44,0.0,8
499,598,45_54,0.0,12
501,600,45_54,1.0,5
502,601,25_34,0.0,25
503,602,18_24,0.0,4
504,603,25_34,0.0,10
505,605,18_24,1.0,7
506,606,45_54,1.0,11
507,607,25_34,0.0,8
508,608,45_54,1.0,6
509,609,55_64,0.0,4
510,610,65_inf,0.0,5
511,611,55_64,0.0,5
512,612,18_24,0.0,8
513,613,55_64,1.0,4
514,614,55_64,0.0,69
515,615,18_24,0.0,5
516,616,18_24,0.0,6
517,619,35_44,0.0,6
518,620,35_44,0.0,5
520,622,18_24,0.0,4
521,623,25_34,0.0,4
522,625,45_54,0.0,2
523,626,18_24,0.0,9
524,627,25_34,0.0,7
526,630,45_54,0.0,8
527,631,35_44,0.0,11
528,632,18_24,0.0,10
529,634,45_54,0.0,4
530,635,35_44,0.0,4
531,636,18_24,0.0,5
532,637,55_64,0.0,8
533,638,45_54,1.0,8
534,639,45_54,0.0,65
535,640,25_34,1.0,15
536,641,55_64,0.0,10
537,642,25_34,0.0,7
538,643,35_44,0.0,10
539,644,25_34,1.0,8
540,646,55_64,1.0,7
541,647,18_24,0.0,33
542,648,45_54,0.0,16
543,649,45_54,0.0,5
544,650,35_44,0.0,9
545,652,35_44,1.0,5
546,653,25_34,0.0,5
547,654,18_24,0.0,16
548,655,35_44,0.0,13
549,656,25_34,0.0,8
550,657,35_44,0.0,5
551,658,25_34,0.0,8
552,659,25_34,0.0,3
553,660,45_54,0.0,5
554,661,35_44,0.0,5
555,662,45_54,1.0,5
556,663,18_24,1.0,4
557,665,18_24,0.0,4
558,667,65_inf,0.0,5
559,668,25_34,1.0,6
560,669,45_54,0.0,7
561,670,55_64,1.0,4
562,671,18_24,0.0,7
563,672,18_24,0.0,6
564,673,18_24,0.0,7
565,674,45_54,1.0,4
566,676,18_24,1.0,19
567,677,25_34,0.0,13
568,679,35_44,0.0,6
569,680,35_44,0.0,15
570,681,25_34,0.0,69
571,682,25_34,0.0,11
572,683,45_54,1.0,20
573,684,25_34,0.0,22
574,686,45_54,0.0,10
575,687,35_44,1.0,10
576,688,65_inf,0.0,7
577,689,18_24,0.0,8
578,690,18_24,0.0,6
579,691,35_44,0.0,6
580,693,25_34,1.0,4
581,694,35_44,0.0,7
582,695,55_64,0.0,24
583,696,45_54,0.0,11
584,697,25_34,0.0,8
585,698,18_24,1.0,8
586,699,35_44,1.0,5
587,700,35_44,0.0,3
588,701,25_34,0.0,6
589,702,18_24,0.0,9
590,703,18_24,0.0,82
591,704,45_54,0.0,7
592,705,25_34,0.0,290
593,706,25_34,0.0,3
595,709,25_34,,7
597,712,18_24,1.0,8
598,715,35_44,0.0,13
599,716,55_64,0.0,6
600,717,18_24,0.0,8
601,718,25_34,0.0,7
602,719,35_44,0.0,13
603,720,25_34,0.0,12
604,721,55_64,0.0,15
605,723,18_24,0.0,6
606,724,45_54,1.0,6
607,725,35_44,0.0,8
608,726,45_54,0.0,11
609,727,35_44,0.0,10
610,728,25_34,0.0,4
611,730,45_54,,7
612,731,35_44,1.0,44
613,732,35_44,1.0,8
614,733,55_64,1.0,9
615,734,25_34,0.0,6
616,735,18_24,0.0,5
617,736,18_24,1.0,3
618,737,55_64,0.0,10
619,738,45_54,0.0,5
620,739,35_44,0.0,7
621,740,18_24,0.0,6
622,741,35_44,0.0,4
623,742,35_44,1.0,3
624,743,45_54,0.0,5
625,745,18_24,0.0,7
626,746,35_44,0.0,5
627,747,25_34,0.0,5
628,748,45_54,,5
629,749,18_24,0.0,11
630,750,45_54,0.0,7
631,751,65_inf,0.0,17
632,752,18_24,1.0,5
633,754,18_24,1.0,8
634,755,45_54,1.0,7
635,756,25_34,0.0,31
636,757,45_54,0.0,4
637,759,18_24,0.0,7
638,760,45_54,0.0,7
639,761,25_34,0.0,5
640,762,18_24,0.0,12
641,763,45_54,0.0,11
642,764,18_24,,13
644,767,25_34,0.0,6
645,768,18_24,0.0,5
646,769,18_24,0.0,3
647,770,65_inf,0.0,12
648,771,25_34,0.0,8
649,772,45_54,0.0,4
650,773,18_24,0.0,5
652,775,25_34,0.0,10
653,776,45_54,0.0,14
654,777,18_24,1.0,3
655,778,45_54,0.0,9
656,780,35_44,0.0,8
657,781,25_34,1.0,10
658,782,65_inf,1.0,5
659,783,35_44,1.0,7
660,786,45_54,1.0,6
661,787,45_54,0.0,6
662,788,45_54,0.0,16
663,791,25_34,0.0,10
664,794,35_44,1.0,8
665,795,35_44,1.0,11
666,796,45_54,0.0,3
667,797,18_24,0.0,3
668,798,25_34,0.0,5
669,799,18_24,,8
670,800,35_44,1.0,27
671,801,45_54,0.0,11
672,804,18_24,1.0,6
673,805,18_24,0.0,8
674,806,18_24,0.0,10
675,807,55_64,1.0,7
676,808,65_inf,,33
677,810,25_34,1.0,9
678,811,35_44,0.0,6
679,812,25_34,0.0,8
680,814,18_24,0.0,15
681,816,65_inf,1.0,7
682,817,18_24,0.0,8
683,818,65_inf,1.0,6
684,819,35_44,0.0,12
685,820,45_54,0.0,21
686,821,35_44,0.0,8
687,822,55_64,1.0,12
688,824,18_24,0.0,4
689,825,25_34,0.0,8
691,828,55_64,0.0,8
692,829,25_34,0.0,4
693,830,35_44,1.0,4
694,831,35_44,1.0,5
695,833,25_34,1.0,8
696,834,35_44,1.0,7
697,835,18_24,0.0,7
698,836,25_34,0.0,9
699,837,65_inf,0.0,8
700,838,25_34,0.0,10
701,839,35_44,0.0,6
702,840,45_54,0.0,9
703,841,55_64,0.0,32
704,842,55_64,,5
705,844,18_24,0.0,12
706,845,25_34,1.0,11
707,847,45_54,1.0,4
708,848,25_34,0.0,6
709,849,25_34,0.0,9
710,851,18_24,0.0,6
711,852,45_54,0.0,6
712,853,35_44,1.0,7
713,855,25_34,1.0,5
714,856,35_44,0.0,9
715,857,45_54,0.0,5
716,858,35_44,0.0,3
717,860,35_44,0.0,6
718,861,35_44,1.0,6
719,864,45_54,1.0,3
720,865,25_34,0.0,7
721,866,18_24,1.0,4
722,867,45_54,0.0,15
723,868,25_34,0.0,8
724,869,35_44,0.0,5
725,870,18_24,0.0,9
726,871,35_44,0.0,9
727,872,18_24,0.0,8
728,873,25_34,0.0,33
729,874,35_44,0.0,10
730,875,25_34,0.0,3
731,876,18_24,0.0,7
732,877,35_44,0.0,18
733,879,45_54,0.0,9
734,881,55_64,,2
735,882,25_34,0.0,6
736,883,45_54,0.0,4
737,884,45_54,1.0,35
738,885,35_44,0.0,9
739,886,35_44,0.0,7
740,887,45_54,0.0,4
741,888,55_64,0.0,9
742,889,35_44,0.0,28
743,890,25_34,0.0,3
744,891,18_24,0.0,3
745,892,55_64,1.0,10
746,893,25_34,0.0,3
747,895,45_54,0.0,3
748,896,25_34,0.0,3
749,897,65_inf,0.0,7
750,899,35_44,0.0,9
751,900,45_54,0.0,4
752,902,45_54,1.0,3
753,903,25_34,0.0,6
755,909,18_24,0.0,6
757,911,18_24,1.0,8
758,912,65_inf,0.0,11
759,914,35_44,0.0,6
760,915,18_24,0.0,8
761,916,25_34,1.0,4
762,917,18_24,0.0,13
763,918,65_inf,1.0,9
764,919,35_44,1.0,4
765,920,25_34,0.0,6
766,921,18_24,1.0,5
767,922,18_24,0.0,9
768,923,55_64,0.0,7
769,924,18_24,0.0,4
770,925,25_34,0.0,8
771,926,18_24,0.0,6
772,927,45_54,0.0,5
773,928,35_44,0.0,7
774,930,35_44,0.0,6
775,931,35_44,0.0,7
776,932,18_24,0.0,5
777,933,18_24,0.0,6
778,934,25_34,0.0,4
779,935,18_24,1.0,8
780,936,18_24,0.0,8
781,937,45_54,0.0,7
782,938,25_34,0.0,6
783,939,25_34,0.0,4
784,940,25_34,0.0,5
785,941,25_34,1.0,7
786,942,65_inf,0.0,13
787,943,25_34,0.0,8
789,947,18_24,1.0,6
790,948,25_34,0.0,4
791,949,65_inf,0.0,9
792,950,45_54,0.0,8
793,951,45_54,,7
794,952,25_34,0.0,4
795,953,45_54,0.0,9
796,954,55_64,,7
797,955,35_44,0.0,7
798,956,18_24,0.0,6
799,957,35_44,0.0,9
800,958,45_54,0.0,17
801,959,35_44,0.0,4
802,960,18_24,0.0,6
803,961,25_34,0.0,10
804,962,35_44,1.0,6
805,964,18_24,0.0,6
806,965,18_24,1.0,6
807,966,45_54,0.0,12
808,967,18_24,0.0,4
809,968,18_24,0.0,3
810,969,18_24,1.0,3
811,970,45_54,,30
812,971,18_24,0.0,4
813,972,35_44,0.0,6
814,974,45_54,0.0,4
815,976,25_34,1.0,12
816,977,25_34,0.0,10
817,979,25_34,0.0,12
818,980,35_44,0.0,8
819,981,45_54,0.0,8
820,982,55_64,0.0,10
821,983,55_64,1.0,5
822,984,35_44,0.0,5
823,985,45_54,0.0,10
824,986,45_54,1.0,6
826,989,18_24,0.0,4
827,990,18_24,0.0,3
828,994,35_44,1.0,8
829,996,25_34,0.0,9
830,997,45_54,0.0,13
831,998,25_34,1.0,13
832,1000,25_34,0.0,10
833,1001,25_34,1.0,2
834,1002,35_44,0.0,6
836,1005,18_24,1.0,8
837,1006,65_inf,0.0,7
838,1007,35_44,0.0,9
839,1009,35_44,1.0,7
840,1010,55_64,0.0,8
841,1011,18_24,0.0,1
842,1012,25_34,0.0,13
843,1014,45_54,0.0,6
844,1015,18_24,0.0,8
845,1016,25_34,1.0,6
846,1017,65_inf,0.0,7
847,1018,18_24,1.0,7
848,1019,25_34,0.0,3
849,1020,35_44,1.0,7
850,1021,35_44,1.0,5
851,1022,35_44,1.0,8
852,1023,25_34,1.0,10
853,1025,25_34,1.0,9
854,1027,25_34,0.0,16
855,1028,18_24,0.0,4
856,1029,18_24,0.0,5
857,1030,65_inf,0.0,6
858,1031,55_64,0.0,57
859,1032,18_24,0.0,6
860,1033,35_44,1.0,9
861,1034,45_54,1.0,6
862,1035,25_34,1.0,6
863,1036,55_64,1.0,18
864,1037,55_64,0.0,5
865,1038,35_44,0.0,46
866,1039,45_54,0.0,14
867,1040,18_24,0.0,7
868,1041,25_34,0.0,5
869,1042,35_44,1.0,8
870,1043,25_34,1.0,5
871,1044,35_44,0.0,10
872,1045,45_54,0.0,7
873,1046,65_inf,0.0,41
874,1047,18_24,0.0,6
875,1048,25_34,0.0,11
876,1049,25_34,0.0,7
877,1050,25_34,0.0,9
878,1051,25_34,1.0,7
880,1053,25_34,1.0,3
881,1055,35_44,0.0,9
882,1056,45_54,1.0,9
883,1057,18_24,0.0,8
884,1058,18_24,0.0,6
885,1059,65_inf,0.0,6
886,1061,35_44,1.0,7
887,1062,25_34,0.0,12
888,1063,35_44,0.0,4
889,1064,35_44,0.0,11
890,1067,18_24,1.0,4
891,1068,25_34,1.0,9
892,1069,55_64,1.0,73
893,1070,35_44,0.0,10
894,1071,35_44,0.0,7
895,1072,18_24,0.0,1
896,1073,65_inf,0.0,7
897,1077,45_54,1.0,4
898,1078,18_24,0.0,6
899,1079,18_24,0.0,5
900,1080,18_24,0.0,8
901,1081,25_34,0.0,7
902,1082,35_44,0.0,6
903,1083,55_64,0.0,8
904,1084,45_54,1.0,123
905,1086,18_24,0.0,8
906,1087,45_54,0.0,13
907,1088,65_inf,0.0,6
908,1089,25_34,0.0,5
909,1090,35_44,0.0,4
910,1092,18_24,1.0,7
911,1093,18_24,0.0,11
912,1094,25_34,1.0,6
913,1097,18_24,0.0,3
914,1098,18_24,1.0,9
915,1100,45_54,0.0,63
916,1101,45_54,1.0,11
918,1104,45_54,0.0,3
919,1105,25_34,0.0,3
920,1106,45_54,1.0,7
921,1107,45_54,0.0,6
922,1109,65_inf,1.0,7
923,1110,35_44,1.0,5
924,1111,35_44,0.0,319
925,1112,35_44,0.0,6
926,1113,65_inf,0.0,8
927,1114,45_54,0.0,7
928,1115,65_inf,0.0,3
929,1116,25_34,0.0,16
930,1117,35_44,0.0,4
931,1119,55_64,0.0,6
933,1121,18_24,0.0,8
934,1122,65_inf,0.0,8
935,1123,18_24,0.0,8
936,1125,45_54,1.0,13
937,1126,45_54,0.0,4
938,1127,25_34,0.0,8
939,1129,25_34,0.0,5
940,1132,25_34,0.0,6
941,1134,35_44,0.0,10
942,1135,18_24,1.0,7
943,1136,35_44,0.0,8
944,1138,18_24,0.0,11
945,1140,25_34,0.0,4
946,1141,25_34,0.0,4
947,1142,25_34,1.0,7
948,1143,25_34,1.0,2
949,1144,35_44,1.0,7
950,1145,25_34,1.0,10
952,1147,18_24,0.0,5
953,1148,18_24,1.0,4
954,1149,55_64,0.0,9
955,1151,18_24,0.0,2
956,1152,25_34,0.0,3
957,1153,35_44,0.0,8
958,1154,35_44,0.0,8
959,1155,25_34,0.0,4
960,1156,35_44,0.0,13
961,1157,25_34,0.0,12
962,1159,45_54,0.0,4
963,1161,35_44,0.0,6
964,1162,25_34,0.0,5
965,1163,35_44,0.0,5
966,1164,18_24,0.0,4
967,1166,45_54,1.0,11
968,1167,25_34,0.0,8
969,1168,25_34,0.0,8
970,1169,45_54,0.0,4
971,1170,25_34,0.0,6
972,1171,45_54,0.0,5
974,1173,55_64,0.0,8
975,1174,25_34,0.0,34
976,1175,25_34,0.0,18
977,1176,25_34,0.0,5
978,1177,35_44,1.0,4
980,1179,25_34,0.0,9
981,1180,35_44,0.0,5
982,1182,55_64,0.0,4
983,1183,18_24,0.0,11
984,1186,45_54,0.0,5
985,1187,35_44,1.0,7
986,1188,18_24,0.0,6
987,1189,35_44,0.0,4
988,1190,18_24,0.0,9
990,1192,35_44,1.0,9
991,1193,45_54,0.0,3
992,1195,45_54,0.0,16
993,1196,18_24,0.0,6
994,1197,45_54,0.0,5
995,1198,18_24,1.0,9
996,1199,18_24,0.0,11
997,1200,35_44,1.0,5
998,1201,55_64,0.0,4
999,1202,25_34,1.0,7
1000,1204,18_24,0.0,6
1001,1205,25_34,1.0,8
1002,1206,35_44,1.0,8
1003,1207,65_inf,0.0,6
1004,1208,25_34,1.0,10
1005,1209,18_24,1.0,11
1006,1210,45_54,0.0,8
1007,1211,35_44,1.0,6
1008,1212,25_34,0.0,7
1009,1213,25_34,1.0,4
1010,1215,18_24,0.0,6
1011,1216,35_44,0.0,10
1012,1217,65_inf,0.0,10
1013,1218,18_24,0.0,4
1014,1219,25_34,0.0,5
1015,1220,35_44,0.0,10
1016,1221,18_24,0.0,5
1017,1222,25_34,0.0,22
1018,1223,35_44,1.0,8
